sku,category,brand,warehouse_zone,supplier,supplier_contact,last_sale_date,last_audit_date,restock_date,stock_on_hand,units_sold_30d,sell_through_rate,unit_cost_inr,mrp_inr,reorder_point,lead_time_days,is_active
ELE-26277,Electronics,UrbanWave,Zone A,QuickStock,contact659@quickstock.com,2024-07-14,2025-08-12,2026-08-13,363.0,217,0.23609374315125886,3583.0,7061.091019715419,185.0,30,False
APP-72185,Apparel,NovaLine,Zone C,GlobalTrade Ltd,,2024-04-13,2025-12-05,2026-07-14,76.0,65,0.8641919052050722,5400.0,8657.727492522838,46.0,22,True
APP-32220,Apparel,CorePeak,Zone B,LocalSource,,2024-06-04,2025-08-05,2026-08-31,192.0,124,,5407.0,9468.183630830203,,11,True
HOM-96183,Home & Kitchen,GenericPlus,Zone C,FastShip Pvt,contact178@fastshippvt.com,2024-11-15,2025-12-22,2026-06-24,324.0,207,0.9664287770865078,6158.0,20013.626992182344,55.0,42,True
TOY-40193,Toys,CorePeak,Zone D,QuickStock,contact210@quickstock.com,2024-10-10,,2026-08-22,165.0,67,0.09779474564823121,3510.0,4114.5370883881105,111.0,13,True
ELE-11215,Electronics,CorePeak,Zone B,DirectImport,contact367@directimport.com,2024-07-12,2025-11-24,2026-09-11,371.0,75,0.9156628832929067,1183.0,3939.241389636461,121.0,34,True
HOM-65430,Home & Kitchen,UrbanWave,Zone B,SupplyCo India,,2024-07-05,2025-07-07,2026-05-31,200.0,88,0.10340073478307621,903.0,1685.7714865567107,73.0,28,True
APP-73605,Apparel,AlphaEdge,Zone B,PrimeParts,contact639@primeparts.com,2024-05-12,2025-07-25,2026-09-13,149.0,201,,2101.0,7153.4951881515335,26.0,4,True
APP-81311,Apparel,GenericPlus,Zone C,FastShip Pvt,contact963@fastshippvt.com,2024-08-31,2025-05-19,2026-07-02,255.0,258,0.37595094575624866,2354.0,2840.51345743847,174.0,31,True
STA-68337,Stationery,ZenCraft,Zone B,DirectImport,contact233@directimport.com,2024-06-17,2025-07-09,2026-08-30,62.0,276,0.14837238778849804,3093.0,9858.20972016136,,13,True
BEA-85089,Beauty,ZenCraft,Zone C,LocalSource,contact396@localsource.com,2024-11-07,2026-01-21,2026-06-28,349.0,123,,5532.0,11191.572640480506,135.0,27,True
HOM-30676,Home & Kitchen,TrueForm,Zone B,FastShip Pvt,contact359@fastshippvt.com,2024-12-06,2025-04-23,2026-07-21,381.0,153,0.5425631420007037,4214.0,14011.393247968013,39.0,43,True
ELE-31761,Electronics,TrueForm,ZONE A,GlobalTrade Ltd,contact322@globaltradeltd.com,2024-12-02,2025-04-07,2026-09-15,-76.0,249,0.3834132355754365,2859.0,8826.249940497955,191.0,42,True
SPO-33724,Sports & Outdoors,AlphaEdge,Zone C,QuickStock,contact830@quickstock.com,2024-10-24,2026-03-18,2026-08-02,142.0,253,0.6788170187328967,5807.0,10096.93580340537,184.0,43,True
APP-27961,Apparel,AlphaEdge,Zone C,GlobalTrade Ltd,,2024-08-14,2025-07-14,2026-09-09,107.0,179,0.4321728996802279,4493.0,9472.282853977196,140.0,30,True
TOY-75491,Toys,ZenCraft,ZONE A,GlobalTrade Ltd,contact394@globaltradeltd.com,2024-10-23,2025-05-10,2026-06-11,67.0,108,0.41396234079811633,7642.0,20005.423103381203,117.0,38,True
BEA-82211,Beauty,SwiftBrand,Zone B,QuickStock,contact733@quickstock.com,2024-04-08,2025-11-15,2026-09-18,258.0,16,0.9083986387022579,7762.0,26655.359542178434,,22,True
BEA-40975,Beauty,GenericPlus,zone c,GlobalTrade Ltd,contact484@globaltradeltd.com,2024-07-08,2025-05-09,2026-07-10,17.0,198,0.8675162382390372,5790.0,11745.196065404227,158.0,20,True
ELE-94135,Electronics,TrueForm,Zone D,PrimeParts,contact694@primeparts.com,2024-12-01,2025-09-13,2026-09-03,285.0,66,0.9524975947113196,1546.0,4039.067421644796,0.34488664679221154,15,False
APP-13858,Apparel,GenericPlus,Zone B,FastShip Pvt,contact923@fastshippvt.com,2024-08-24,2025-08-08,2026-07-27,211.0,135,0.8305431975142391,5380.0,13443.200835899695,,28,True
STA-37719,Stationery,AlphaEdge,Zone D,PrimeParts,contact573@primeparts.com,2024-07-31,2025-07-26,2026-08-09,408.0,255,0.6262590054576399,4377.0,8377.168157738053,158.0,19,True
STA-52854,Stationery,GenericPlus,ZONE B,DirectImport,contact190@directimport.com,2024-11-30,2025-04-28,2026-06-26,-9.0,295,0.07060541534330311,1007.0,1638.9641492995934,53.0,27,False
ELE-60656,Electronics,NovaLine,Zone D,PrimeParts,contact728@primeparts.com,2024-08-05,,2026-06-05,213.0,251,0.34315672928055385,7764.0,22891.64356869717,193.0,21,True
ELE-73714,Electronics,CorePeak,Zone B,QuickStock,,2024-07-08,2025-05-19,2026-08-07,309.0,155,0.9499755393977456,372.0,642.4302469512518,192.0,40,True
BEA-64722,Beauty,TrueForm,Zone A,SupplyCo India,contact364@supplycoindia.com,2024-09-15,,2026-09-18,-70.0,255,0.9513228946212683,6653.0,21084.3431160312,,11,True
APP-41257,Apparel,AlphaEdge,Zone A,PrimeParts,contact884@primeparts.com,2024-05-26,2025-10-21,2026-07-08,429.0,175,0.5387802564601871,2792514.0,9685266.981303373,165.0,41,True
HOM-35889,Home & Kitchen,AlphaEdge,Zone B,GlobalTrade Ltd,contact669@globaltradeltd.com,2024-05-23,2025-10-06,2026-07-08,476.0,109,0.5534635486246959,2118.0,3923.174910654721,42.0,23,True
SPO-66206,Sports & Outdoors,CorePeak,zone c,FastShip Pvt,contact979@fastshippvt.com,2024-05-20,,2026-06-12,372.0,52,0.18668849725979275,7928.0,23479.50322953065,54.0,33,True
BEA-87202,Beauty,UrbanWave,Zone B,LocalSource,contact265@localsource.com,2024-05-06,2025-04-30,2026-06-15,170.0,134,0.9091697096427809,7400.0,13089.149155491381,126.0,12,True
ELE-82184,Electronics,GenericPlus,Zone C,SupplyCo India,,2024-09-19,2025-12-07,2026-08-28,410.0,29,0.6705794749084564,4211.0,6822.929276350618,22.0,26,True
TOY-53575,Toys,GenericPlus,Zone A,LocalSource,contact740@localsource.com,2024-08-03,,2026-08-10,490.0,200,0.9415617898377976,2651.0,8025.353566819707,,30,True
BEA-38400,Beauty,UrbanWave,Zone D,GlobalTrade Ltd,contact483@globaltradeltd.com,2024-08-03,2025-05-04,2026-07-08,346.0,154,0.19489301319437258,1894.0,2963.485101102823,49.0,11,True
ELE-98090,Electronics,AlphaEdge,Zone C,PrimeParts,contact954@primeparts.com,2024-07-11,2025-11-11,2026-08-31,109.0,299,0.22837393717650745,3095.0,6185.836729665215,152.0,42,True
BEA-83837,Beauty,CorePeak,Zone D,PrimeParts,contact182@primeparts.com,2024-06-26,2026-01-06,2026-07-16,176.0,286,0.7888946903395947,7614.0,21684.181789942344,86.0,43,True
APP-56140,Apparel,UrbanWave,Zone C,GlobalTrade Ltd,contact465@globaltradeltd.com,2024-05-07,2025-04-08,2026-08-22,225.0,270,0.26110699763504175,4455.0,6966.4071886299325,125.0,36,True
HOM-63936,Home & Kitchen,AlphaEdge,ZONE D,SupplyCo India,contact705@supplycoindia.com,2024-09-14,2025-09-03,2026-06-19,373.0,179,0.6824835322961269,953.0,1194.6724345687203,154.0,13,True
ELE-44395,Electronics,TrueForm,Zone A,QuickStock,,2024-10-19,2026-01-29,2026-08-29,178.0,143,0.16581716245042244,1854657.0,4568475.764486021,191.0,4,True
BEA-83970,Beauty,GenericPlus,Zone D,LocalSource,contact488@localsource.com,2024-04-27,2025-07-08,2026-06-30,205.0,112,0.6219500316234103,1187558.0,2582849.419332821,41.0,16,True
TOY-57249,Toys,GenericPlus,Zone B,DirectImport,contact479@directimport.com,2024-05-16,2025-04-20,2026-09-06,358.0,125,0.6679371064962588,3972.0,9736.22020532154,179.0,37,True
APP-48413,Apparel,ZenCraft,Zone A,QuickStock,contact410@quickstock.com,2024-04-10,2025-09-11,2026-08-25,485.0,80,0.6886442037491911,2383620.0,7352674.495669307,106.0,16,True
STA-74876,Stationery,AlphaEdge,Zone A,PrimeParts,contact480@primeparts.com,2024-04-08,2026-03-07,2026-06-12,447.0,45,0.04923130919015428,2915.0,7357.864840959927,122.0,854,True
APP-52387,Apparel,AlphaEdge,zone a,SupplyCo India,,2024-10-26,2025-05-31,2026-08-23,41.0,28,0.3845291998749505,4722.0,9578.742758576838,84.0,11,True
AUT-36280,Automotive,TrueForm,Zone D,DirectImport,contact743@directimport.com,2024-06-25,2026-03-02,2026-08-23,267.0,62,0.8957122849127628,1668.0,3723.2931198322403,108.0,8,True
BEA-35460,Beauty,NovaLine,ZONE D,GlobalTrade Ltd,contact216@globaltradeltd.com,2024-06-12,2025-06-17,2026-06-16,-59.0,241,0.20760290186260033,1608691.0,4840894.170482809,54.0,19,True
BEA-99023,Beauty,AlphaEdge,Zone A,GlobalTrade Ltd,contact141@globaltradeltd.com,2024-04-18,,2026-07-19,493.0,223,0.6604148200178063,4540.0,14621.120757296625,,32,True
SPO-97997,Sports & Outdoors,NovaLine,Zone C,LocalSource,contact139@localsource.com,2024-10-15,2025-10-30,2026-09-13,72.0,280,1.9867335796460768,4461.0,10498.361823042338,77.0,8,True
BEA-63953,Beauty,GenericPlus,Zone A,QuickStock,contact934@quickstock.com,2024-10-15,2025-11-07,2026-09-08,379.0,255,0.34645466892074717,5566.0,19336.049256028942,184.0,11,True
ELE-73606,Electronics,ZenCraft,Zone B,QuickStock,,2024-05-29,2026-01-16,2026-06-21,296.0,49,0.9319598789683923,6142.0,13777.896881716908,,37,True
ELE-87361,Electronics,ZenCraft,Zone B,SupplyCo India,contact251@supplycoindia.com,2024-11-28,2025-12-24,2026-06-30,234.0,16,0.45044097617147516,4687.0,12826.740090674259,32.0,38,True
APP-48135,Apparel,SwiftBrand,Zone B,DirectImport,contact704@directimport.com,2024-12-02,2025-10-13,2026-07-26,270.0,88,0.5686356507557538,7957.0,27654.69510992182,165.0,26,True
STA-79663,Stationery,GenericPlus,Zone B,LocalSource,contact733@localsource.com,2024-09-19,2025-12-01,2026-09-18,195.0,193,0.5864715646653673,4157.0,9815.571148204184,51.0,21,True
AUT-11852,Automotive,ZenCraft,ZONE C,LocalSource,contact421@localsource.com,2024-07-19,2026-03-11,2026-06-26,351.0,200,0.004718814515554892,888.0,1454.0401905148917,0.24842749464015573,29,True
HOM-43822,Home & Kitchen,CorePeak,ZONE A,PrimeParts,contact930@primeparts.com,2024-04-21,2025-09-06,2026-09-10,481.0,201,0.3434123751867757,3425.0,8925.525261505752,90.0,38,True
SPO-99453,Sports & Outdoors,UrbanWave,Zone D,QuickStock,,2024-10-08,2025-12-14,2026-07-21,233.0,108,3.3610284016946386,1390.0,3219.604977598666,,6,True
AUT-66093,Automotive,CorePeak,Zone B,DirectImport,contact755@directimport.com,2024-07-08,2025-09-12,2026-08-03,398.0,25,0.9105220398723307,2317.0,5991.573825134272,85.0,36,True
HOM-39336,Home & Kitchen,SwiftBrand,Zone A,PrimeParts,,2024-04-09,2025-10-29,2026-09-01,0.0,175,0.062497126477979115,3949.0,9106.088645219916,66.0,9,True
APP-40343,Apparel,AlphaEdge,Zone C,PrimeParts,contact662@primeparts.com,2024-11-19,2025-12-07,2026-07-31,426.0,269,0.9187623625117499,435.0,1151.3954585615268,123.0,16,True
AUT-29629,Automotive,ZenCraft,ZONE A,FastShip Pvt,,2024-11-19,2026-03-13,2026-08-17,495.0,187,0.9817308908452044,2384.0,3687.999081402978,162.0,23,True
APP-61301,Apparel,ZenCraft,Zone D,SupplyCo India,contact947@supplycoindia.com,2024-10-11,2026-03-01,2026-07-09,296.0,198,0.2562178974072996,3710.0,11633.728080182116,95.0,17,True
APP-29063,Apparel,NovaLine,Zone D,FastShip Pvt,,2024-08-26,2025-09-26,2026-06-10,331.0,203,0.5893260508085636,2048.0,3637.4662873326142,40.0,36,True
APP-70681,Apparel,CorePeak,Zone A,DirectImport,contact839@directimport.com,2024-06-11,2025-12-02,2026-09-11,384.0,180,0.4048606404804759,2079.0,6607.577914341271,121.0,18,True
BEA-79631,Beauty,TrueForm,Zone A,LocalSource,contact441@localsource.com,2024-05-26,2025-08-22,2026-08-16,31.0,143,3.472060860995781,0.0,0.0,113.0,23,True
SPO-92605,Sports & Outdoors,GenericPlus,Zone C,LocalSource,contact817@localsource.com,2024-08-10,2025-11-18,2026-07-03,361.0,143,0.05177786310411581,1429.0,4671.178369545327,28.0,39,True
APP-85894,Apparel,NovaLine,ZONE C,SupplyCo India,,2024-05-14,2025-11-08,2026-07-12,489.0,143,0.9186018872570875,291.0,228.35261117417812,165.0,15,True
TOY-65560,Toys,AlphaEdge,Zone D,QuickStock,contact121@quickstock.com,2024-08-31,,2026-06-12,312.0,247,0.24694918887112416,1478.0,1800.108201317042,73.0,21,False
APP-78937,Apparel,UrbanWave,zone c,GlobalTrade Ltd,contact147@globaltradeltd.com,2024-08-16,2025-06-02,2026-06-08,360.0,232,0.8787893984416696,7552.0,21445.74517217027,166.0,25,True
ELE-54399,Electronics,GenericPlus,Zone B,FastShip Pvt,contact706@fastshippvt.com,2024-08-15,2025-12-01,2026-06-07,421.0,182,0.9966213518280224,1380.0,3464.819502897761,48.0,44,False
ELE-46664,Electronics,ZenCraft,zone a,LocalSource,,2024-08-12,2025-08-08,2026-06-25,37.0,274,0.7460533218351292,66.0,80.6309554868425,107.0,21,False
ELE-60656,Electronics,NovaLine,Zone D,PrimeParts,contact728@primeparts.com,2024-08-05,,2026-06-05,213.0,251,0.34315672928055385,7764.0,22891.64356869717,193.0,21,True
HOM-47379,Home & Kitchen,AlphaEdge,Zone A,LocalSource,contact349@localsource.com,2024-04-19,2025-05-19,2026-08-16,45.0,75,0.8776263330052555,926.0,2407.122207339221,154.0,28,False
HOM-44308,Home & Kitchen,UrbanWave,Zone D,FastShip Pvt,contact603@fastshippvt.com,2024-04-30,2025-09-14,2026-06-20,298.0,275,0.6750474879967517,6985.0,21496.095600614237,64.0,27,True
SPO-49319,Sports & Outdoors,GenericPlus,zone d,FastShip Pvt,contact231@fastshippvt.com,2024-05-07,2025-05-19,2026-06-15,235.0,279,3.2793843068186828,5665.0,15399.963480695676,134.0,14,True
HOM-86913,Home & Kitchen,AlphaEdge,Zone B,SupplyCo India,,2024-05-04,2025-10-12,2026-05-25,357.0,237,0.9382042769714637,7249.0,20354.55995355033,143.0,19,True
TOY-70216,Toys,ZenCraft,Zone A,GlobalTrade Ltd,contact480@globaltradeltd.com,2024-04-22,,2026-06-11,253.0,85,0.9290846108015032,2236.0,7065.3903234324,,44,True
APP-78186,Apparel,ZenCraft,Zone B,QuickStock,contact325@quickstock.com,2024-06-10,2025-08-03,2026-07-03,441.0,276,0.489169823682861,6664.0,18457.40996432896,132.0,41,True
TOY-85440,Toys,TrueForm,ZONE A,QuickStock,contact711@quickstock.com,2024-06-04,,2026-07-07,-6.0,3,0.4603740328416389,2499.0,5048.873688238449,134.0,539,True
HOM-98611,Home & Kitchen,ZenCraft,Zone C,LocalSource,,2024-09-22,2026-02-07,2026-06-19,40.0,275,0.38398731659055796,2995.0,6734.7384940419,99.0,34,True
APP-11545,Apparel,SwiftBrand,Zone A,GlobalTrade Ltd,contact331@globaltradeltd.com,2024-06-25,2025-10-07,2026-08-25,304.0,24,,1635.0,2326.3807964858697,78.0,14,True
APP-62759,Apparel,UrbanWave,Zone D,QuickStock,contact640@quickstock.com,2024-06-02,2025-11-02,2026-07-26,381.0,270,0.7756022483266434,3987.0,11479.749890876928,144.0,37,True
APP-93686,Apparel,ZenCraft,zone b,FastShip Pvt,contact885@fastshippvt.com,2024-07-20,2025-09-15,2026-07-28,258.0,219,0.3299228310462309,3257.0,6851.241168719856,136.0,5,False
HOM-48217,Home & Kitchen,UrbanWave,Zone C,DirectImport,,2024-09-01,2025-06-27,2026-09-16,137.0,170,0.9508770935044238,7897.0,15228.644954319721,196.0,14,True
TOY-98284,Toys,SwiftBrand,zone b,DirectImport,,2024-06-03,2025-08-17,2026-06-09,141.0,280,0.48436549344981783,1689.0,2987.245794453734,110.0,20,True
AUT-83972,Automotive,GenericPlus,ZONE D,QuickStock,,2024-05-18,2026-03-08,2026-09-02,237.0,48,0.18071825025104427,6925.0,14057.900128849069,177.0,35,False
ELE-73357,Electronics,NovaLine,Zone A,LocalSource,contact809@localsource.com,2024-11-13,2025-06-16,2026-09-18,484.0,228,,1063.0,2261.9793368480923,161.0,27,True
AUT-46302,Automotive,TrueForm,Zone A,PrimeParts,contact519@primeparts.com,2024-09-15,2025-08-09,2026-08-11,346.0,195,,2256.0,5062.477824333508,89.0,32,True
AUT-35240,Automotive,SwiftBrand,Zone C,DirectImport,contact673@directimport.com,2024-09-10,2025-09-03,2026-07-01,244.0,142,0.7941358121540906,3374.0,4251.428823681811,60.0,15,True
AUT-18841,Automotive,GenericPlus,Zone B,GlobalTrade Ltd,contact296@globaltradeltd.com,2024-04-18,2025-09-29,2026-07-08,71.0,74,0.23525638325344245,1987.0,5487.046624850728,61.0,30,True
TOY-60674,Toys,NovaLine,Zone D,PrimeParts,contact658@primeparts.com,2024-05-25,2025-11-17,2026-07-09,212.0,33,0.008727094210455921,2172841.0,3084922.966964182,132.0,22,True
TOY-66447,Toys,TrueForm,zone a,DirectImport,contact513@directimport.com,2024-07-24,2025-12-09,2026-09-03,225.0,239,0.3337899489329823,3307.0,5449.328456387381,184.0,37,True
HOM-56324,Home & Kitchen,AlphaEdge,Zone B,LocalSource,contact801@localsource.com,2024-10-09,,2026-06-23,201.0,105,0.9719773765951039,0.0,0.0,95.0,291,True
HOM-68903,Home & Kitchen,AlphaEdge,ZONE A,LocalSource,contact915@localsource.com,2024-07-05,2025-10-30,2026-06-20,338.0,43,2.0711408069987662,1249.0,4095.6681397136235,65.0,27,True
SPO-77738,Sports & Outdoors,TrueForm,Zone C,LocalSource,contact239@localsource.com,2024-11-06,2025-11-05,2026-06-02,26.0,235,0.7533533087022639,3179.0,7334.736067694941,95.0,14,True
ELE-64722,Electronics,ZenCraft,Zone A,DirectImport,contact714@directimport.com,2024-05-03,2025-11-23,2026-05-26,498.0,181,0.26928977332905213,690.0,1692.8150979976892,32.0,36,False
ELE-22859,Electronics,GenericPlus,ZONE B,QuickStock,contact989@quickstock.com,2024-04-25,2025-07-17,2026-08-15,71.0,196,0.2938741609656893,7760.0,14334.375945039143,91.0,20,True
SPO-24981,Sports & Outdoors,NovaLine,Zone A,PrimeParts,contact723@primeparts.com,2024-08-25,2025-11-08,2026-06-29,416.0,97,0.6433330468163411,665.0,2260.071343426004,88.0,6,True
ELE-62798,Electronics,SwiftBrand,Zone C,LocalSource,,2024-08-04,2025-10-22,2026-07-07,445.0,206,0.7807056342451455,3417.0,6146.669390302084,120.0,27,True
HOM-30306,Home & Kitchen,AlphaEdge,zone a,DirectImport,contact253@directimport.com,2024-12-09,2026-01-13,2026-08-25,133.0,153,0.25656586724807706,7595.0,26303.69092304131,72.0,8,True
BEA-88596,Beauty,TrueForm,Zone A,GlobalTrade Ltd,contact894@globaltradeltd.com,2024-07-28,2025-07-08,2026-07-30,314.0,132,0.7006269951357051,4929.0,12991.69094761654,60.0,32,True
STA-30888,Stationery,UrbanWave,Zone B,QuickStock,contact794@quickstock.com,2024-09-12,2025-05-01,2026-07-24,9.0,7,0.5148043550963276,7205.0,25163.355785322434,38.0,32,True
ELE-22765,Electronics,CorePeak,ZONE C,FastShip Pvt,contact234@fastshippvt.com,2024-11-23,2025-12-02,2026-07-01,462.0,158,0.16792913951889576,3614.0,7726.034310537222,80.0,15,False
AUT-94461,Automotive,TrueForm,Zone C,GlobalTrade Ltd,contact172@globaltradeltd.com,2024-10-30,2025-07-19,2026-07-05,-18.0,180,0.24558005404434913,5998.0,9175.238604412305,159.0,36,True
BEA-57247,Beauty,SwiftBrand,Zone B,PrimeParts,contact705@primeparts.com,2024-08-21,2025-07-27,2026-07-15,285.0,56,0.0638103240486908,2979.0,7501.872864283742,163.0,29,True
ELE-86135,Electronics,AlphaEdge,zone b,GlobalTrade Ltd,contact770@globaltradeltd.com,2024-06-24,2026-01-03,2026-07-02,441.0,164,0.8875211576637773,605.0,1841.7477749834666,87.0,2-3 weeks,True
SPO-10489,Sports & Outdoors,UrbanWave,Zone D,QuickStock,,2024-06-05,2025-05-14,2026-08-01,41.0,211,0.21433648635021285,2614.0,3956.2063683881206,100.0,41,True
SPO-92605,Sports & Outdoors,GenericPlus,Zone C,LocalSource,contact817@localsource.com,2024-08-10,2025-11-18,2026-07-03,361.0,143,0.05177786310411581,1429.0,4671.178369545327,28.0,39,True
APP-11866,Apparel,NovaLine,Zone D,PrimeParts,contact744@primeparts.com,2024-08-28,,2026-08-07,445.0,40,0.2879200069522405,3723.0,10362.642277950314,96.0,18,True
BEA-73774,Beauty,GenericPlus,Zone A,PrimeParts,contact480@primeparts.com,2024-08-22,2026-01-16,2026-07-08,-71.0,16,0.3475292777252028,1901735.0,5081367.471642306,144.0,12,True
SPO-70907,Sports & Outdoors,UrbanWave,zone b,SupplyCo India,,2024-05-22,,2026-07-30,215.0,5,0.5142382437949279,1793.0,4945.048846466266,189.0,34,True
HOM-96775,Home & Kitchen,SwiftBrand,Zone D,QuickStock,contact631@quickstock.com,2024-10-09,2025-03-29,2026-06-21,57.0,163,0.7895550002297296,1550.0,4879.340140047077,,~1 month,True
BEA-61453,Beauty,NovaLine,Zone C,LocalSource,contact708@localsource.com,2024-11-22,,2026-06-16,493.0,116,0.1919976462522449,5005.0,5819.081358110114,,38,True
HOM-20838,Home & Kitchen,ZenCraft,zone b,GlobalTrade Ltd,contact633@globaltradeltd.com,2024-10-07,2026-02-28,2026-09-02,198.0,8,0.41628486429577294,1194.0,3424.844126200352,169.0,20,True
HOM-25708,Home & Kitchen,AlphaEdge,Zone C,LocalSource,contact537@localsource.com,2024-07-30,2025-06-16,2026-08-13,8.0,111,0.9554430929625306,1477.0,3098.271497795547,54.0,34,True
BEA-64787,Beauty,NovaLine,zone b,QuickStock,contact255@quickstock.com,2024-08-24,,2026-09-02,401.0,171,3.3498472597301086,2014.0,5180.418125751318,75.0,27,True
SPO-99778,Sports & Outdoors,UrbanWave,zone d,FastShip Pvt,contact143@fastshippvt.com,2024-04-07,2025-05-26,2026-05-30,30.0,102,0.6558245626772068,7845.0,12237.112217923648,,42,True
SPO-77630,Sports & Outdoors,ZenCraft,Zone C,QuickStock,,2024-08-03,2025-04-21,2026-06-16,105.0,39,0.4042953181766128,2147.0,5838.845506782419,177.0,31,False
ELE-64925,Electronics,ZenCraft,Zone B,DirectImport,contact596@directimport.com,2024-11-24,2025-06-02,2026-06-25,48.0,178,0.812064916140193,3338.0,6595.355050426688,0.4881687912319893,37,True
ELE-69790,Electronics,UrbanWave,Zone C,LocalSource,contact959@localsource.com,2024-05-31,2026-01-04,2026-09-20,193.0,115,0.4106735492205851,5183.0,12662.26095909911,170.0,11,True
APP-85012,Apparel,AlphaEdge,Zone C,QuickStock,contact871@quickstock.com,2024-06-19,2025-07-15,2026-07-12,136.0,42,0.5728001889760916,6571.0,18776.982717692787,15.0,22,True
ELE-60717,Electronics,AlphaEdge,Zone A,DirectImport,,2024-10-01,2026-01-23,2026-06-09,378.0,294,0.31055452091646363,4415.0,9290.548729455066,64.0,5,True
ELE-69121,Electronics,SwiftBrand,Zone A,DirectImport,,2024-10-06,2026-03-08,2026-07-26,200.0,94,0.8334073425379951,4084.0,11816.611352886783,28.0,27,False
APP-36591,Apparel,GenericPlus,Zone A,QuickStock,contact557@quickstock.com,2024-05-18,2025-04-07,2026-07-01,69.0,221,2.9729574565392243,5280.0,8646.563901383914,159.0,28,True
